date,region,app,compliance_score
2025-05-23,Africa,Messenger,96.93899476834197
2025-01-17,Asia,WhatsApp,77.34902253740017
2025-03-18,Europe,WhatsApp,79.71977913916558
2025-05-03,Asia,Messenger,84.98834106838738
2025-06-23,Africa,Instagram,74.75083552841708
2025-05-12,North America,WhatsApp,98.61859489348826
2025-09-20,Europe,Messenger,74.84789889132483
2025-09-28,Asia,WhatsApp,92.84268873971007
2025-07-27,Africa,Messenger,80.24284453512786
2025-08-14,North America,WhatsApp,87.2116239308979
2025-07-08,Africa,Facebook,71.41521473183084
2025-05-24,Europe,Messenger,76.15035572611971
2025-09-08,South America,Facebook,83.33173714963637
2025-09-02,Asia,Messenger,90.31573651721509
2025-01-18,North America,WhatsApp,93.3268577863264
2025-07-22,Europe,WhatsApp,70.90421553289907
2025-07-23,Europe,Instagram,74.5747064823637
2025-01-02,South America,WhatsApp,91.89375216067761
2025-02-23,South America,Facebook,94.39166277436048
2025-06-15,Asia,Instagram,77.09714581857358
2025-05-23,Asia,Facebook,76.88959141018242
2025-04-02,Europe,Facebook,72.64088318419498
2025-01-08,Asia,Facebook,74.5088192679102
2025-09-09,Asia,Facebook,70.24047675646739
2025-04-10,South America,Facebook,87.69493719333684
2025-02-08,Europe,Messenger,97.11674032268296
2025-05-16,Africa,Messenger,74.48728298614536
2025-02-19,Africa,Instagram,92.5433099032313
2025-03-24,North America,Facebook,87.2097605896749
2025-09-11,South America,Messenger,98.19765677839517
2025-07-15,North America,WhatsApp,93.94367567410774
2025-01-27,Europe,Instagram,95.58187068277385
2025-03-18,Africa,Messenger,89.174264571177
2025-09-12,Africa,WhatsApp,94.3400835860761
2025-01-21,Africa,Instagram,80.52608510439583
2025-08-06,North America,WhatsApp,76.27052784511659
2025-02-14,Asia,Facebook,97.37559913698894
2025-07-01,North America,WhatsApp,92.03007634217262
2025-05-24,Africa,Facebook,72.72108690814271
2025-02-21,South America,Instagram,96.00728583254362
2025-09-08,South America,Facebook,80.46711819935418
2025-04-16,North America,WhatsApp,78.9483337162533
2025-07-18,North America,Facebook,88.69940701859164
2025-05-28,Europe,Facebook,87.05795908319391
2025-04-13,North America,Instagram,86.14770163496465
2025-01-02,North America,Facebook,77.6463155020608
2025-09-13,Africa,Messenger,98.7932125376866
2025-03-01,Asia,Instagram,98.503627714886
2025-04-01,Africa,WhatsApp,70.12486569767499
2025-04-11,Asia,Instagram,80.13482887503125
2025-04-24,Africa,WhatsApp,71.3664599218614
2025-09-19,Africa,WhatsApp,95.50746298929724
2025-02-23,Europe,Facebook,96.5955471488985
2025-07-07,Asia,Instagram,85.54894851058731
2025-01-27,Africa,WhatsApp,95.19034103382145
2025-08-28,Africa,Messenger,91.10080947561376
2025-03-21,Asia,Facebook,84.98721828785273
2025-07-09,Europe,Facebook,80.91434196967082
2025-04-01,Asia,WhatsApp,77.98675075979679
2025-02-04,Europe,Messenger,77.78287412269155
2025-02-27,Europe,Facebook,86.86193152712775
2025-07-08,South America,Instagram,75.00426479471037
2025-09-10,Europe,WhatsApp,75.24375628518868
2025-02-05,South America,Messenger,70.31180020981095
2025-04-02,North America,WhatsApp,88.39984178677372
2025-02-25,Europe,Facebook,99.83032556980156
2025-03-08,Asia,Messenger,96.67658126283771
2025-06-18,South America,WhatsApp,91.17069413281304
2025-05-11,North America,WhatsApp,93.5657589329972
2025-06-15,North America,WhatsApp,82.50558148791238
2025-02-21,Europe,Instagram,78.94238664748207
2025-06-01,Asia,Instagram,81.0588484565405
2025-04-15,Europe,Instagram,72.44266245190146
2025-04-02,Africa,Instagram,89.01385594088897
2025-07-20,North America,Facebook,75.24595066638021
2025-08-07,Africa,WhatsApp,92.88634633480115
2025-03-08,Africa,Instagram,75.69929386791438
2025-06-18,South America,Facebook,76.8437207580201
2025-01-28,Africa,Instagram,98.71916918128504
2025-02-01,North America,Facebook,73.16187736071183
2025-06-15,North America,Messenger,84.9652761773809
2025-05-16,Asia,Instagram,71.88059522204792
2025-03-09,Europe,Instagram,72.71172976246619
2025-06-03,Asia,WhatsApp,89.00501086415281
2025-04-06,Asia,Instagram,88.92181789175757
2025-07-16,Europe,Instagram,75.79360843972478
2025-04-18,North America,Facebook,96.17459545775178
2025-02-15,South America,WhatsApp,91.06560987048933
2025-07-05,Africa,WhatsApp,79.01831748613493
2025-03-24,South America,Messenger,77.45159674026785
2025-05-18,Africa,Facebook,92.62855759392485
2025-08-25,Europe,Instagram,92.00871772397812
2025-05-25,Europe,Facebook,74.46495734594313
2025-04-10,Asia,Instagram,80.47563546010805
2025-01-14,Europe,Messenger,76.50031739975321
2025-09-19,Africa,Instagram,78.82432588257619
2025-02-16,South America,WhatsApp,78.62691887484617
2025-08-13,South America,Messenger,99.28071099889891
2025-05-24,South America,Instagram,92.50634119331706
2025-07-15,South America,Messenger,93.40156146807625
2025-09-14,Asia,WhatsApp,78.32269495796864
2025-01-08,South America,WhatsApp,70.01581255139105
2025-01-23,Africa,Facebook,71.74471014765969
2025-03-25,Asia,Instagram,86.58999299970387
2025-09-12,Asia,Messenger,78.5644341669516
2025-01-24,Asia,Facebook,75.78863801944566
2025-02-07,Europe,Messenger,71.48922764848956
2025-08-09,Asia,Facebook,96.27645218289213
2025-08-02,Africa,Facebook,88.00382041173927
2025-03-26,South America,Facebook,73.22119643344772
2025-01-04,Europe,WhatsApp,92.9921204828978
2025-07-14,South America,WhatsApp,92.67476773230396
2025-04-24,North America,WhatsApp,78.68210923045767
2025-08-03,Europe,WhatsApp,75.65280674670234
2025-05-21,Africa,Messenger,94.41945628418128
2025-06-16,Europe,Instagram,79.88694197953407
2025-01-05,Asia,WhatsApp,95.42284243242871
2025-05-07,Europe,Instagram,71.30954839143352
2025-03-27,Asia,Facebook,84.9786684673465
2025-03-27,South America,Instagram,75.3878584419886
2025-01-24,Europe,WhatsApp,90.16134439684407
2025-02-14,Europe,Messenger,99.9164128440714
2025-04-21,Africa,WhatsApp,82.37533096080804
2025-07-04,North America,Messenger,73.00931640675871
2025-08-23,Europe,WhatsApp,79.53019358418605
2025-06-06,South America,Facebook,96.74519498695247
2025-06-10,Asia,Messenger,92.97283072311764
2025-07-19,South America,Facebook,76.96634985676772
2025-05-02,Africa,WhatsApp,98.60796158095977
2025-08-12,Europe,Facebook,88.66563804079314
2025-01-23,North America,Instagram,75.04148200952571
2025-07-16,North America,Instagram,87.16966427338718
2025-01-06,Europe,Messenger,83.53830602991982
2025-03-30,North America,Instagram,94.59093024320691
2025-09-22,South America,Instagram,80.32480088835736
2025-04-25,Asia,WhatsApp,96.24934959510838
2025-05-04,Europe,WhatsApp,94.35911159314934
2025-09-17,Asia,Instagram,90.23810353479999
2025-06-18,North America,Messenger,77.7582166703852
2025-02-05,Africa,Instagram,99.10988728839334
2025-08-17,Asia,WhatsApp,86.46000340906461
2025-05-14,Africa,Facebook,97.22541935089087
2025-09-01,South America,Messenger,76.47189697750588
2025-03-06,Africa,Messenger,99.50134906256676
2025-08-25,Asia,Instagram,94.48177686834296
2025-01-03,Asia,Facebook,98.47680650281345
2025-02-06,Europe,Messenger,76.37097196824962
2025-04-19,Africa,Messenger,82.91974235747644
2025-09-07,South America,WhatsApp,72.92901765500822
2025-01-03,Europe,Instagram,74.10908819677363
2025-08-23,Europe,Instagram,78.51875990761005
2025-09-08,South America,Messenger,98.5487698141977
2025-05-23,Europe,Facebook,90.01575043359932
2025-09-05,South America,Facebook,79.43896921200665
2025-02-25,North America,Facebook,98.63719956513924
2025-03-02,Europe,Facebook,92.19194219851295
2025-03-09,Asia,Instagram,97.20937039732934
2025-03-20,North America,WhatsApp,97.81662381517295
2025-07-15,Europe,Facebook,92.52309249736246
2025-07-14,South America,Facebook,77.29400289374757
2025-01-23,North America,WhatsApp,99.89766865356923
2025-01-14,North America,Instagram,79.75272520184909
2025-01-09,Asia,WhatsApp,90.15117248703156
2025-05-20,Europe,WhatsApp,95.34435084873402
2025-08-30,Europe,Facebook,75.25452983273969
2025-09-10,South America,WhatsApp,88.27125039834425
2025-08-15,North America,WhatsApp,81.25518330784774
2025-04-05,Asia,Instagram,77.32867208917492
2025-06-28,South America,Facebook,70.35315438268935
2025-01-03,South America,Facebook,96.15922191393915
2025-07-03,Asia,Messenger,74.07644641680567
2025-02-15,Europe,Facebook,96.34351482054564
2025-05-21,Asia,Instagram,88.02071796425344
2025-01-13,Europe,Instagram,88.63166663545124
2025-07-05,Africa,Instagram,94.85955382772636
2025-03-26,North America,Messenger,85.28323440024342
2025-02-12,Asia,Messenger,80.71853704403027
2025-06-05,South America,Instagram,74.1642005197756
2025-07-03,Europe,Facebook,87.11246143624336
2025-02-16,North America,Messenger,86.59501162753237
2025-07-25,North America,Facebook,78.81689457001858
2025-07-29,Asia,Messenger,88.00170776960444
2025-03-24,South America,WhatsApp,83.18100657905089
2025-04-07,Asia,Instagram,94.16590461740412
2025-06-28,South America,WhatsApp,86.78458772879534
2025-05-28,Africa,Instagram,98.01035759040487
2025-03-13,Asia,WhatsApp,85.53948905154935
2025-08-05,Europe,Facebook,96.6248590947171
2025-07-28,Asia,Facebook,85.61575414042306
2025-05-04,Asia,Instagram,86.74104410921
2025-06-05,Africa,Facebook,81.0042398636676
2025-02-02,Africa,Instagram,82.00507370381686
2025-09-26,Asia,WhatsApp,97.99304461874837
2025-08-04,South America,Instagram,76.69847205941612
2025-04-11,Africa,Messenger,73.64373165018475
2025-06-29,Africa,WhatsApp,94.90632735411822
2025-05-07,South America,WhatsApp,87.3073239923464
2025-06-18,North America,Instagram,78.53941943384419
2025-05-15,Africa,Messenger,82.97200660869079
2025-04-03,Africa,Messenger,85.747156803318
2025-08-09,South America,Facebook,87.76420770509304
2025-06-04,South America,WhatsApp,94.63153068815421
2025-07-18,Asia,Facebook,81.83056982368046
2025-08-29,Asia,WhatsApp,90.29509339679295
2025-04-08,North America,WhatsApp,95.04300921292422
2025-09-07,North America,WhatsApp,95.31320367874088
2025-04-15,North America,WhatsApp,77.62735615109273
2025-09-18,Europe,Instagram,80.5051913275037
2025-05-09,South America,Messenger,87.84718102786643
2025-09-16,Africa,WhatsApp,96.57317173740839
2025-05-20,South America,Facebook,93.71338260075687
2025-01-15,South America,Facebook,87.51888704248665
2025-07-03,North America,Instagram,99.51200891871531
2025-01-16,South America,Messenger,83.16961688270325
2025-08-09,Europe,WhatsApp,95.27351713558741
2025-03-04,Africa,Instagram,94.55261139918838
2025-08-29,North America,Facebook,97.24114935010846
2025-09-14,Asia,Messenger,99.63035065075637
2025-07-04,Africa,WhatsApp,84.87090092739487
2025-03-17,Asia,Messenger,75.86888946110179
2025-01-27,Asia,Facebook,83.82686070484453
2025-01-25,South America,Instagram,95.61654630956296
2025-03-03,Africa,Instagram,95.08319902766294
2025-05-26,Europe,Facebook,80.0790972276043
2025-08-21,South America,WhatsApp,71.4192042087602
2025-03-25,Asia,WhatsApp,85.2952629347873
2025-06-24,Africa,Messenger,84.22302787236436
2025-06-19,South America,Facebook,72.57291933331395
2025-01-04,Africa,Facebook,93.84669867170784
2025-02-19,North America,WhatsApp,78.50770821815654
2025-09-27,Europe,Facebook,89.37256276522342
2025-01-08,Europe,Instagram,73.04463587964999
2025-03-10,Europe,WhatsApp,95.82109518728808
2025-05-19,Asia,WhatsApp,92.1782350946549
2025-09-05,Asia,Instagram,81.65268126935997
2025-01-29,Europe,Facebook,88.88466847969704
2025-07-02,Africa,WhatsApp,75.62361678056725
2025-08-01,North America,WhatsApp,99.56267472876836
2025-01-19,Asia,WhatsApp,93.88324126281157
2025-08-14,South America,Facebook,93.6682000920708
2025-08-18,South America,WhatsApp,74.60140652733628
2025-04-06,Asia,Facebook,70.53200574681587
2025-04-25,Europe,Messenger,87.561141033089
2025-06-29,Africa,Instagram,74.32361835519433
2025-03-19,North America,Facebook,93.41300369466535
2025-07-01,South America,Facebook,82.48228420534738
2025-04-05,Asia,Instagram,80.15782746962296
2025-03-27,Africa,Facebook,72.20947787385131
2025-04-05,Europe,Instagram,99.88195239833865
2025-05-25,North America,Messenger,98.6803234116064
2025-09-05,North America,WhatsApp,73.94790723420553
2025-06-30,South America,Instagram,79.98434812544475
2025-01-19,South America,Instagram,81.7236261407382
2025-05-18,Asia,WhatsApp,78.90403234346786
2025-02-13,North America,WhatsApp,98.03405678964535
2025-08-14,Europe,Facebook,91.64025487066255
2025-02-06,Europe,Facebook,98.67749216782195
2025-08-08,Asia,Facebook,96.23516207572294
2025-05-08,North America,WhatsApp,92.63624558407518
2025-05-23,South America,WhatsApp,90.90901321239635
2025-07-02,Europe,WhatsApp,95.98487472938444
2025-02-12,Africa,Facebook,90.52449690374365
2025-07-29,Asia,WhatsApp,75.66159396943453
2025-02-17,Europe,WhatsApp,89.44379549284294
2025-08-08,Africa,Messenger,85.4500491984572
2025-07-15,Africa,Instagram,99.4568403128598
2025-06-21,Europe,Instagram,85.2989664119761
2025-08-25,Asia,WhatsApp,71.15364949453131
2025-06-24,Africa,Facebook,77.9256853229693
2025-02-01,Africa,Messenger,97.52145281364297
2025-08-12,North America,Messenger,98.87068991339909
2025-02-23,North America,Instagram,91.85495729922314
2025-07-05,North America,Messenger,71.70591696360911
2025-08-22,Africa,Messenger,70.70624163238797
2025-08-19,Africa,Messenger,84.387850083973
2025-04-20,Asia,WhatsApp,99.99016919682654
2025-04-10,South America,Instagram,96.07890212498215
2025-07-19,North America,Instagram,97.99322862645994
2025-07-30,South America,Facebook,88.70624514978758
2025-08-09,North America,WhatsApp,95.77374184754504
2025-05-30,North America,Messenger,79.59095123191578
2025-06-12,Asia,WhatsApp,70.82092010353094
2025-05-23,Asia,Messenger,97.54751884667881
2025-09-15,Europe,Messenger,76.55291873946797
2025-09-02,North America,Facebook,91.8545906482369
2025-05-30,North America,Facebook,89.76901944631462
2025-04-22,North America,Facebook,74.74490645258972
2025-04-09,Asia,Messenger,75.87336989593439
2025-04-13,North America,Messenger,79.87217444289388
2025-07-30,Europe,WhatsApp,92.70791958845754
2025-01-12,Africa,Instagram,71.17732734089701
2025-08-14,Europe,Messenger,82.21206220865703
2025-05-28,Africa,WhatsApp,89.953396188657
2025-06-28,Asia,WhatsApp,75.144128378159
2025-01-07,South America,Messenger,73.58251817732916
2025-06-01,Asia,Messenger,81.7063672318664
2025-03-11,South America,Facebook,78.59677653585106
2025-02-22,Africa,Facebook,89.47286992705297
2025-06-11,South America,Facebook,99.08705609563839
2025-04-03,Africa,WhatsApp,70.1340680778745
2025-05-31,South America,Facebook,97.07139737381678
2025-02-27,Africa,Messenger,82.99669109171478
2025-07-15,South America,Facebook,89.92023187802964
2025-07-27,Africa,Messenger,95.53081098534422
2025-03-03,Europe,Messenger,87.20375983366372
2025-07-14,North America,Instagram,72.91935481574014
2025-02-24,Europe,Instagram,74.21785527124602
2025-02-18,Asia,Facebook,93.67840126958563
2025-04-16,South America,Messenger,76.87294694332698
2025-03-19,Africa,Instagram,87.07112848397301
2025-02-26,Europe,WhatsApp,82.84241537436338
2025-06-18,Europe,Instagram,79.10916948427385
2025-07-26,Africa,Facebook,93.60902692367162
2025-09-17,South America,WhatsApp,91.93649956674457
2025-06-12,Asia,WhatsApp,89.38326653414978
2025-09-01,Asia,Messenger,81.18014105269675
2025-09-07,Asia,Messenger,76.79410972063855
2025-02-08,Africa,Messenger,85.47684852994419
2025-05-01,Europe,Messenger,94.51312300986311
2025-03-27,Asia,Instagram,87.26994911152582
2025-04-09,Europe,Facebook,99.10418929584986
2025-09-03,Asia,Facebook,70.46312464187191
2025-07-27,Asia,Messenger,99.9504034416587
2025-04-23,South America,Instagram,90.74227139076068
2025-03-24,Africa,Instagram,94.98022051572995
2025-03-06,South America,Instagram,80.04857103302366
2025-01-01,Europe,Facebook,85.25023984259667
2025-06-23,Europe,Messenger,93.90967743652995
2025-09-07,Africa,Instagram,92.81948417100959
2025-08-14,Asia,Instagram,80.02103286637828
2025-03-25,Africa,Messenger,79.73230705071408
2025-08-27,Asia,Instagram,89.88433608736393
2025-01-28,North America,Facebook,98.00977544415983
2025-07-02,North America,WhatsApp,83.16357972022391
2025-05-15,Africa,Facebook,80.58825397927649
2025-02-26,North America,Messenger,96.84061108708545
2025-04-25,North America,Messenger,90.49168184369742
2025-07-05,Europe,Facebook,81.64827939118247
2025-01-01,Asia,WhatsApp,71.71828692543383
2025-01-29,North America,Messenger,91.64467816143355
2025-08-20,South America,Messenger,80.5865947207114
2025-05-30,Europe,Facebook,72.1169859331708
2025-07-09,Asia,WhatsApp,88.3686726173913
2025-09-27,Europe,WhatsApp,79.69020611481531
2025-09-05,South America,WhatsApp,80.15369524931589
2025-07-14,Asia,Messenger,84.37510392243678
2025-09-12,Africa,WhatsApp,91.52424301985366
2025-03-20,Africa,Facebook,78.28991432908883
2025-04-08,Europe,Messenger,72.42837747336704
2025-05-30,Africa,WhatsApp,82.73277164318519
2025-05-03,Asia,Instagram,71.64776269349183
2025-04-08,South America,WhatsApp,90.9180552967665
2025-06-13,South America,WhatsApp,98.77730403767723
2025-02-15,Africa,Messenger,89.76276422944395
2025-08-27,North America,Facebook,78.26171349252562
2025-08-18,North America,Instagram,75.45107162612811
2025-09-01,North America,Messenger,76.9835071390027
2025-01-18,Africa,WhatsApp,76.64830009504365
2025-06-20,Africa,Messenger,79.41491518133547
2025-06-06,Africa,Messenger,72.92040034384435
2025-07-23,Asia,Instagram,96.87157172939305
2025-05-26,North America,WhatsApp,96.55361485988523
2025-05-23,Europe,Messenger,88.45708760704585
2025-07-06,Asia,Facebook,71.85761100619075
2025-05-02,Asia,Instagram,94.12002222165299
2025-04-10,Africa,Messenger,71.85365751214736
2025-01-15,Africa,Instagram,73.19263671289396
2025-02-12,Asia,Messenger,79.75889177932811
2025-07-06,Africa,Messenger,82.94410952996681
2025-01-08,North America,Messenger,80.61666870145957
2025-04-22,Asia,Facebook,74.95689342935091
2025-02-02,Asia,Facebook,73.36389153045323
2025-03-31,Asia,Facebook,95.7824568011325
2025-05-29,Africa,Messenger,80.89543677855784
2025-07-31,Asia,Facebook,76.55798134334526
2025-04-26,Europe,Instagram,84.60974069870126
2025-06-22,Europe,Facebook,71.10470201613855
2025-01-20,North America,Instagram,88.00843546996751
2025-05-12,Asia,WhatsApp,77.45468760548795
2025-08-25,Asia,WhatsApp,87.94589242393974
2025-03-18,Africa,Facebook,88.42375493337607
2025-08-11,South America,Facebook,94.27672574075939
2025-05-06,South America,Instagram,76.89714266828422
2025-02-08,Asia,Messenger,83.90393915857841
2025-07-28,North America,Instagram,98.85662014575362
2025-04-16,Europe,WhatsApp,91.81374532253861
2025-05-20,Asia,Messenger,99.26031424052675
2025-09-06,Asia,Instagram,97.82097139231311
2025-02-24,North America,Facebook,88.32245790419296
2025-04-28,North America,WhatsApp,77.9179106764643
2025-06-25,South America,WhatsApp,92.7077246998725
2025-08-01,Asia,Facebook,90.94357737436879
2025-09-22,Asia,Instagram,87.66670361072192
2025-05-20,Africa,Facebook,90.93487685473903
2025-01-22,Europe,Instagram,88.40759243635753
2025-07-06,Africa,WhatsApp,85.58137069218539
2025-07-26,Africa,Facebook,82.47866445050029
2025-05-27,Europe,WhatsApp,71.34125123732322
2025-06-03,Asia,WhatsApp,95.97063757309543
2025-04-18,South America,Messenger,95.96621747799237
2025-05-31,Europe,Facebook,87.82141959906767
2025-06-24,North America,WhatsApp,78.03652915474463
2025-02-24,Asia,Instagram,70.84393132116678
2025-09-24,Europe,Facebook,70.04286412500923
2025-06-03,Europe,Instagram,72.18722169167617
2025-07-09,Europe,Instagram,80.79658979053495
2025-05-29,South America,Instagram,75.65187837991233
2025-01-08,Africa,Facebook,77.95174256912571
2025-05-28,Africa,Instagram,90.98981131914796
2025-06-22,Europe,Facebook,98.77449323077472
2025-03-22,Europe,Messenger,76.20327529060097
2025-03-20,Africa,Instagram,83.96931802409469
2025-03-01,South America,Facebook,99.7443820449823
2025-04-05,Asia,Instagram,97.95023194702536
2025-05-08,Africa,WhatsApp,80.56948909087694
2025-05-02,Europe,Instagram,79.5906714039425
2025-03-28,South America,WhatsApp,77.26511921011743
2025-03-22,South America,WhatsApp,74.66208549487267
2025-01-22,Europe,Instagram,83.80156237386335
2025-09-09,North America,Instagram,80.23361540220243
2025-07-09,South America,WhatsApp,92.34512781611184
2025-03-27,Africa,Messenger,77.10599511491533
2025-01-08,North America,Facebook,92.08996717060147
2025-08-18,Asia,Instagram,78.64439757945924
2025-06-01,Africa,WhatsApp,87.78186353942678
2025-01-15,Europe,Facebook,89.15290289184193
2025-09-05,North America,Instagram,90.15344276500998
2025-09-12,Africa,Facebook,75.26016958111785
2025-06-16,South America,WhatsApp,78.48134109165083
2025-03-22,Europe,Instagram,77.383470562157
2025-03-10,North America,Messenger,87.2848123304644
2025-07-02,South America,Facebook,72.272392068141
2025-03-05,Europe,Instagram,85.54769349882551
2025-09-21,Europe,Facebook,72.62401166929125
2025-03-27,North America,Facebook,80.11167969799341
2025-02-13,North America,Instagram,90.60118278853346
2025-05-29,North America,Instagram,82.37692165035307
2025-09-17,Africa,Instagram,78.41025518146684
2025-02-28,Europe,WhatsApp,88.47571527697103
2025-04-04,Asia,Instagram,92.20807337446334
2025-01-05,South America,Facebook,77.63754804317789
2025-03-24,North America,Instagram,78.98199703287632
2025-02-06,Europe,WhatsApp,89.20881750853258
2025-01-27,South America,WhatsApp,98.95669780541756
2025-01-13,Asia,Instagram,76.41614610009327
2025-03-06,South America,Facebook,89.62742907133628
2025-07-22,Asia,WhatsApp,97.19769523205164
2025-06-29,North America,Facebook,83.85900295133084
2025-09-28,Africa,Messenger,79.50532679485974
2025-01-15,Asia,WhatsApp,90.00613195619624
2025-01-01,North America,Messenger,70.94295419442359
2025-09-28,South America,WhatsApp,80.80481651600122
2025-02-17,South America,Facebook,77.73922080451341
2025-07-01,South America,Messenger,76.73865108335283
2025-07-02,Africa,Facebook,75.3927779058089
2025-08-02,Europe,WhatsApp,92.11189904757862
2025-01-27,Asia,Facebook,98.65299385977893
2025-08-14,Europe,Messenger,81.54311935965828
2025-06-07,South America,Instagram,71.47309920724123
2025-03-01,Africa,Instagram,91.56735441017733
2025-03-07,North America,WhatsApp,86.14613003390768
2025-06-23,Africa,Instagram,91.70933841537425
2025-02-21,Europe,WhatsApp,89.4371249259672
2025-08-31,South America,Facebook,97.1630794289043
2025-09-01,Asia,Facebook,74.21320578180752
2025-05-01,Africa,Messenger,75.07485535779225
2025-02-11,Europe,Messenger,80.24707672069411
2025-07-03,Europe,Instagram,84.74166447992359
2025-02-14,North America,Facebook,97.77141343023163
2025-02-21,Asia,Messenger,97.20892688049882
2025-05-31,Europe,Instagram,96.15616357808132
2025-01-29,Asia,WhatsApp,76.67580801830776
2025-02-26,South America,Messenger,91.89029131641057
2025-07-28,Africa,Messenger,81.50475232271378
2025-01-08,Europe,Instagram,97.93548782623242
2025-09-04,South America,Messenger,76.43607509135671
2025-07-14,North America,Instagram,74.23773859611879
2025-01-28,Asia,Messenger,95.27155523900538
2025-08-23,South America,Facebook,91.50722785357024
2025-05-10,Asia,Facebook,94.6426503467149
2025-03-17,Asia,Facebook,74.73830163034383
2025-08-21,Europe,Messenger,96.54378063248389
2025-08-18,Asia,Instagram,90.3286106994141
2025-07-08,South America,Facebook,89.5468240869573
2025-01-02,North America,WhatsApp,87.47751589294165
2025-03-06,Europe,Messenger,92.9462945677353
2025-02-21,Africa,Instagram,82.4682494164187
2025-02-03,North America,Messenger,73.98463737799501
2025-08-28,South America,Instagram,86.1779459948259
2025-05-09,Europe,Instagram,92.44305873320687
2025-08-31,Asia,Messenger,74.6094235866298
2025-04-08,North America,WhatsApp,76.72062002833606
2025-03-17,Europe,WhatsApp,90.89636866198536
2025-08-07,Africa,Messenger,78.08952802291847
2025-04-11,Africa,Facebook,75.09822581759803
2025-04-29,Africa,Facebook,96.68176231915895
2025-05-20,Europe,Instagram,74.82686068162467
2025-08-13,North America,Facebook,80.32445737142028
2025-09-12,Asia,Messenger,82.85290877195634
2025-03-14,North America,Messenger,84.2841995677119
2025-06-05,Asia,WhatsApp,80.83929777461458
2025-09-16,North America,Facebook,97.37615498197391
2025-03-05,North America,Facebook,89.75875663528764
2025-02-05,Europe,Instagram,80.78483947668107
2025-09-05,Africa,Messenger,80.7315915861286
2025-02-13,Africa,Messenger,85.08857497554243
2025-04-29,Africa,Messenger,71.009896125089
2025-06-30,Africa,WhatsApp,97.79928516498879
2025-03-11,North America,WhatsApp,76.69928133142126
2025-09-24,Africa,WhatsApp,90.9277769706666
2025-08-07,North America,Messenger,93.33168241017191
2025-07-09,Asia,Messenger,94.82149045561928
2025-09-13,South America,Facebook,74.96926929602529
2025-07-06,South America,Messenger,86.10079209267215
2025-08-15,Asia,Messenger,72.5102308641961
2025-03-02,North America,WhatsApp,94.14377035940666
2025-06-17,Africa,Facebook,84.59354601875171
2025-05-12,Europe,Messenger,74.75467176770434
2025-06-04,North America,Instagram,91.56036836824191
2025-07-29,North America,WhatsApp,79.93509546255933
2025-01-07,Asia,Instagram,73.43519811280322
2025-01-11,Asia,Facebook,83.83221474980942
2025-07-19,Europe,WhatsApp,77.05739796129144
2025-09-08,Africa,Facebook,98.50665507212327
2025-03-05,South America,Messenger,80.84084973420332
2025-06-29,Africa,WhatsApp,87.173587154395
2025-05-08,Africa,Facebook,98.45082995371186
2025-09-19,North America,Facebook,81.81163559703882
2025-04-30,Europe,Facebook,80.74380621327866
2025-02-17,North America,Instagram,74.87216921179828
2025-03-10,Asia,WhatsApp,98.14910693697296
2025-09-19,South America,Facebook,94.02234335038716
2025-08-18,Europe,WhatsApp,76.63032967065676
2025-09-09,Europe,Messenger,79.98023283244996
2025-08-19,Africa,Messenger,97.44735334245854
2025-08-12,North America,Facebook,86.11838787423476
2025-07-26,Africa,WhatsApp,86.6900285981764
2025-01-28,Africa,Facebook,89.44433445854139
2025-08-07,Europe,Facebook,92.86491453723394
2025-04-11,South America,Instagram,98.1785663699299
2025-02-27,Asia,WhatsApp,94.06675220410075
2025-01-24,Africa,Instagram,98.03647595392064
2025-08-15,South America,Facebook,94.61829274456707
2025-06-18,Africa,Instagram,71.39302181843999
2025-09-03,South America,Instagram,73.52603861610825
2025-07-31,North America,Instagram,96.54678776939002
2025-09-23,Asia,Messenger,70.83089347135771
2025-01-21,Europe,Messenger,93.82523946459791
2025-05-04,North America,Instagram,95.49531195710537
2025-04-07,Africa,WhatsApp,82.46393686247357
2025-05-18,Africa,Messenger,80.64564258469659
2025-04-03,Asia,Instagram,75.83212657354149
2025-04-05,Asia,Facebook,71.46756614987089
2025-01-24,Asia,Messenger,92.3614886893298
2025-05-16,Africa,Facebook,72.2118125334216
2025-05-13,Africa,Instagram,98.34008884026763
2025-02-23,Europe,Instagram,78.90230388325186
2025-04-22,Asia,Instagram,93.82732952782695
2025-05-11,South America,Facebook,71.79047953110432
2025-09-21,Europe,Messenger,86.08836053955616
2025-03-19,South America,Instagram,80.47298611271647
2025-09-20,North America,WhatsApp,70.9000331553441
2025-03-09,Asia,Instagram,89.67398063227515
2025-03-03,Europe,Messenger,98.29488162725485
2025-06-24,Europe,Messenger,70.32258301609197
2025-08-24,North America,WhatsApp,78.11310778540721
2025-05-16,North America,Instagram,91.10817228092695
2025-08-12,North America,Messenger,96.1376117212489
2025-03-30,Europe,Messenger,75.72337520500234
2025-04-17,Africa,Messenger,72.12150353616306
2025-02-10,South America,Facebook,70.25924201011213
2025-07-05,South America,Messenger,76.45619264968553
2025-07-07,North America,Messenger,72.13951876162743
2025-01-09,Africa,Facebook,80.78146267307794
2025-06-29,Africa,Instagram,83.2037732486154
2025-07-05,North America,WhatsApp,84.39771417646618
2025-03-23,Asia,Facebook,74.26987930733823
2025-06-26,Europe,Facebook,83.91964146479768
2025-04-04,Asia,Facebook,70.2715492526759
