date,region,app,severity
2025-04-24,Asia,WhatsApp,low
2025-05-25,South America,Messenger,low
2025-01-26,South America,Facebook,low
2025-05-16,Europe,Messenger,high
2025-08-20,Africa,WhatsApp,medium
2025-03-17,North America,WhatsApp,medium
2025-01-01,Africa,Facebook,low
2025-05-27,Asia,Facebook,low
2025-05-22,Africa,Instagram,low
2025-02-22,Asia,Facebook,medium
2025-03-10,Asia,Instagram,low
2025-03-31,North America,WhatsApp,low
2025-08-08,Europe,WhatsApp,medium
2025-07-11,North America,Messenger,low
2025-03-04,Africa,Messenger,low
2025-03-14,Asia,Instagram,low
2025-06-10,South America,Facebook,low
2025-06-18,South America,Facebook,low
2025-03-30,Asia,Messenger,low
2025-06-25,North America,WhatsApp,medium
2025-09-26,Europe,Instagram,medium
2025-03-14,North America,WhatsApp,low
2025-09-02,Asia,WhatsApp,medium
2025-03-18,Asia,Facebook,low
2025-06-08,Europe,Instagram,low
2025-04-08,Africa,WhatsApp,low
2025-04-12,Africa,Messenger,medium
2025-05-12,Europe,Messenger,low
2025-04-12,Africa,Facebook,medium
2025-01-19,South America,Messenger,medium
2025-03-23,Africa,Messenger,low
2025-05-09,Africa,WhatsApp,medium
2025-03-30,Africa,Messenger,high
2025-08-01,South America,Messenger,low
2025-05-23,Africa,WhatsApp,low
2025-03-06,South America,Facebook,medium
2025-03-17,Europe,Facebook,medium
2025-07-18,North America,Instagram,low
2025-05-23,Europe,Messenger,low
2025-04-03,North America,WhatsApp,low
2025-08-12,Europe,Instagram,low
2025-04-12,North America,Facebook,low
2025-09-24,North America,Facebook,high
2025-04-20,Asia,WhatsApp,medium
2025-09-22,North America,Instagram,low
2025-01-03,North America,Instagram,medium
2025-03-26,Asia,WhatsApp,medium
2025-04-27,Africa,WhatsApp,low
2025-08-09,Africa,Instagram,low
2025-06-03,Asia,Facebook,low
2025-06-02,South America,Messenger,medium
2025-01-12,North America,Facebook,low
2025-05-13,North America,WhatsApp,high
2025-08-16,Asia,Instagram,low
2025-09-28,Asia,Instagram,low
2025-02-12,South America,Messenger,low
2025-01-21,Africa,Instagram,low
2025-04-17,Europe,Messenger,medium
2025-04-27,Africa,Facebook,high
2025-05-04,North America,Facebook,low
2025-07-22,Asia,Instagram,high
2025-02-20,South America,Instagram,medium
2025-09-28,Africa,WhatsApp,low
2025-05-21,South America,WhatsApp,medium
2025-02-21,Africa,Instagram,low
2025-01-27,North America,Instagram,low
2025-06-06,Europe,Facebook,low
2025-08-27,South America,Instagram,medium
2025-06-05,South America,WhatsApp,low
2025-05-16,Europe,Facebook,medium
2025-05-24,South America,Messenger,medium
2025-04-16,South America,WhatsApp,low
2025-06-07,Africa,WhatsApp,low
2025-05-26,Africa,Facebook,low
2025-01-02,Europe,Messenger,low
2025-03-18,North America,WhatsApp,low
2025-05-12,South America,Instagram,low
2025-03-31,North America,WhatsApp,low
2025-09-20,Europe,Facebook,low
2025-04-18,Europe,Facebook,low
2025-03-15,Africa,Facebook,low
2025-02-08,South America,WhatsApp,medium
2025-06-08,Asia,Messenger,high
2025-03-12,Europe,Instagram,low
2025-08-29,South America,Facebook,low
2025-02-05,North America,Messenger,low
2025-03-25,Africa,Instagram,low
2025-09-20,North America,Facebook,low
2025-06-21,Europe,Instagram,medium
2025-06-22,Europe,Instagram,high
2025-02-16,North America,Messenger,low
2025-05-21,Europe,Instagram,medium
2025-04-28,South America,Facebook,low
2025-08-02,Europe,Messenger,low
2025-08-08,Africa,WhatsApp,low
2025-01-26,South America,WhatsApp,low
2025-01-09,Asia,Messenger,low
2025-09-28,Europe,WhatsApp,low
2025-01-10,Europe,Instagram,low
2025-05-01,Africa,Facebook,low
2025-05-05,Africa,Instagram,medium
2025-06-19,North America,Messenger,high
2025-03-13,North America,Facebook,low
2025-06-01,North America,Messenger,low
2025-07-27,Africa,Messenger,low
2025-02-18,North America,Messenger,medium
2025-06-03,North America,Instagram,low
2025-03-09,Asia,Facebook,low
2025-02-19,North America,Facebook,low
2025-06-01,Europe,Facebook,low
2025-01-19,Africa,Instagram,low
2025-04-10,South America,WhatsApp,high
2025-03-01,Asia,Instagram,medium
2025-06-16,Africa,Instagram,low
2025-07-21,Africa,Messenger,low
2025-05-26,Europe,Facebook,low
2025-06-13,North America,Facebook,low
2025-08-30,Europe,WhatsApp,medium
2025-03-10,North America,WhatsApp,low
2025-06-24,North America,Messenger,low
2025-02-18,Africa,Facebook,low
2025-04-18,North America,WhatsApp,medium
2025-08-14,Asia,WhatsApp,medium
2025-06-10,Asia,Facebook,low
2025-04-29,Asia,Instagram,low
2025-05-29,Africa,WhatsApp,low
2025-05-30,Europe,Facebook,high
2025-05-23,South America,WhatsApp,low
2025-06-09,North America,Messenger,low
2025-01-11,South America,WhatsApp,low
2025-05-18,Europe,Facebook,medium
2025-03-19,Europe,WhatsApp,low
2025-03-18,Africa,Messenger,low
2025-09-11,Asia,Messenger,low
2025-09-15,Asia,WhatsApp,medium
2025-09-20,Europe,WhatsApp,medium
2025-03-26,Africa,Messenger,medium
2025-05-26,Africa,Messenger,low
2025-02-11,North America,Instagram,low
2025-05-05,Asia,Instagram,high
2025-06-16,Europe,Messenger,low
2025-08-29,South America,WhatsApp,medium
2025-07-07,Asia,Facebook,medium
2025-01-19,North America,WhatsApp,low
2025-03-09,Africa,WhatsApp,low
2025-08-06,Europe,Instagram,medium
2025-04-12,Asia,Instagram,medium
2025-02-11,South America,Instagram,low
2025-06-16,North America,Messenger,low
2025-04-19,North America,Messenger,low
2025-02-05,Asia,WhatsApp,low
2025-08-20,South America,WhatsApp,low
2025-08-17,North America,Facebook,low
2025-06-13,Europe,WhatsApp,high
2025-03-14,North America,WhatsApp,medium
2025-05-16,South America,Instagram,medium
2025-03-11,Africa,Instagram,low
2025-07-15,Africa,Instagram,low
2025-09-26,Asia,Instagram,high
2025-02-18,South America,Instagram,low
2025-05-10,North America,Facebook,low
2025-01-05,North America,Facebook,low
2025-01-27,Africa,Facebook,medium
2025-06-09,Africa,Instagram,medium
2025-05-29,Europe,Messenger,low
2025-09-21,Africa,Instagram,medium
2025-08-18,Europe,Instagram,low
2025-07-19,North America,Facebook,low
2025-02-19,Europe,Instagram,medium
2025-03-08,Europe,Facebook,medium
2025-02-27,Asia,Instagram,low
2025-09-16,Africa,WhatsApp,low
2025-05-10,Europe,Messenger,medium
2025-08-03,North America,Messenger,medium
2025-06-21,South America,Facebook,medium
2025-09-15,Europe,WhatsApp,low
2025-04-12,Africa,Messenger,high
2025-07-28,Asia,Facebook,high
2025-04-26,North America,Instagram,low
2025-09-21,Asia,Instagram,medium
2025-05-30,South America,WhatsApp,low
2025-02-05,Europe,Messenger,low
2025-07-27,Europe,Instagram,medium
2025-04-16,Africa,Facebook,low
2025-06-07,Europe,Instagram,low
2025-05-01,North America,Instagram,medium
2025-02-24,South America,Messenger,low
2025-01-12,Asia,Messenger,low
2025-05-25,South America,Facebook,high
2025-05-16,Europe,WhatsApp,low
2025-01-03,Asia,WhatsApp,low
2025-05-24,Africa,Instagram,low
2025-01-30,South America,Facebook,low
2025-08-25,Asia,WhatsApp,medium
2025-04-25,Asia,WhatsApp,medium
2025-04-14,Asia,Instagram,low
2025-04-28,North America,Facebook,medium
2025-01-05,South America,WhatsApp,low
2025-09-05,Asia,Messenger,low
2025-05-01,South America,Messenger,medium
2025-05-29,Asia,Instagram,medium
2025-03-25,Africa,Instagram,low
2025-08-19,Africa,Instagram,low
2025-06-10,Africa,Instagram,low
2025-02-07,Europe,WhatsApp,low
2025-08-14,Asia,Facebook,low
2025-05-22,Europe,Instagram,medium
2025-05-31,South America,Instagram,low
2025-04-24,Europe,WhatsApp,medium
2025-08-25,South America,Instagram,low
2025-03-07,South America,Instagram,low
2025-09-15,South America,Facebook,low
2025-09-06,Europe,Messenger,low
2025-06-29,Asia,Instagram,medium
2025-07-09,Europe,WhatsApp,low
2025-06-03,Asia,Facebook,low
2025-07-15,Asia,WhatsApp,medium
2025-09-19,South America,Facebook,medium
2025-05-23,Europe,Facebook,low
2025-04-11,Asia,Instagram,low
2025-09-01,Africa,Instagram,medium
2025-01-12,Asia,Instagram,high
2025-08-27,Africa,Messenger,medium
2025-02-18,Europe,Messenger,low
2025-02-11,Europe,WhatsApp,high
2025-06-15,Europe,Instagram,low
2025-03-23,Asia,Messenger,low
2025-06-07,North America,Instagram,medium
2025-08-04,Asia,Messenger,low
2025-06-07,Asia,Messenger,low
2025-05-14,South America,Facebook,low
2025-03-08,South America,Instagram,low
2025-01-07,Asia,Instagram,medium
2025-01-14,Africa,Messenger,medium
2025-03-14,South America,Instagram,low
2025-06-12,Asia,Messenger,low
2025-03-07,North America,Instagram,high
2025-05-10,Africa,Facebook,medium
2025-07-25,Europe,Instagram,low
2025-09-13,Asia,Facebook,high
2025-09-23,Asia,WhatsApp,medium
2025-01-25,Africa,Instagram,low
2025-09-10,South America,Instagram,low
2025-06-13,South America,Instagram,low
2025-04-05,South America,Facebook,medium
2025-09-27,Europe,Instagram,low
2025-04-20,Africa,Instagram,low
2025-08-26,Africa,Messenger,low
2025-01-25,South America,WhatsApp,high
2025-05-21,South America,Facebook,low
2025-04-27,North America,Messenger,high
2025-01-25,North America,Facebook,high
2025-03-20,Asia,Messenger,low
2025-03-09,Asia,WhatsApp,low
2025-06-22,Africa,Messenger,low
2025-01-12,Africa,Facebook,high
2025-05-08,Europe,Instagram,low
2025-04-06,Europe,Instagram,low
2025-04-02,North America,WhatsApp,low
2025-05-21,Asia,Facebook,low
2025-01-31,North America,Facebook,high
2025-01-20,North America,Facebook,medium
2025-05-26,Asia,WhatsApp,medium
2025-06-09,Europe,Instagram,low
2025-02-12,Asia,Messenger,low
2025-09-11,South America,WhatsApp,high
2025-05-10,South America,Messenger,low
2025-03-01,South America,Instagram,high
2025-05-31,Africa,WhatsApp,low
2025-01-05,Europe,Instagram,low
2025-09-23,Europe,Messenger,medium
2025-05-10,Africa,Facebook,high
2025-09-24,North America,Facebook,high
2025-06-27,South America,Messenger,low
2025-09-10,South America,Facebook,low
2025-02-25,North America,Messenger,low
2025-03-24,Asia,WhatsApp,medium
2025-04-09,Asia,WhatsApp,medium
2025-05-29,Europe,WhatsApp,low
2025-06-05,Africa,Facebook,high
2025-07-09,Europe,Instagram,medium
2025-09-20,Asia,Facebook,medium
2025-03-21,North America,Facebook,low
2025-09-09,Europe,Instagram,low
2025-04-07,South America,Instagram,high
2025-09-17,South America,Instagram,low
2025-09-17,North America,Instagram,medium
2025-04-13,Asia,Facebook,high
2025-02-09,South America,Messenger,medium
2025-04-11,South America,WhatsApp,low
2025-08-09,Africa,Messenger,low
2025-05-04,Europe,Facebook,low
2025-08-19,Asia,Instagram,low
2025-06-27,Europe,WhatsApp,low
2025-03-04,Asia,WhatsApp,low
2025-04-26,South America,Messenger,low
2025-07-10,Africa,Facebook,low
2025-03-03,Europe,Facebook,low
2025-09-13,South America,Facebook,low
2025-01-07,Asia,WhatsApp,low
2025-06-04,Europe,Messenger,medium
2025-04-02,Europe,WhatsApp,low
2025-01-14,South America,WhatsApp,low
2025-08-17,Europe,Instagram,medium
2025-03-27,Africa,Messenger,medium
2025-05-13,Africa,Instagram,low
2025-07-02,South America,Facebook,medium
2025-03-03,Asia,WhatsApp,high
2025-08-07,South America,Messenger,medium
2025-09-03,Africa,Facebook,low
2025-08-18,North America,Messenger,medium
2025-03-20,North America,WhatsApp,low
2025-05-29,Europe,Messenger,low
2025-05-18,Europe,Facebook,high
2025-03-06,North America,Instagram,low
2025-01-13,Africa,WhatsApp,high
2025-08-01,Europe,Instagram,low
2025-08-30,South America,WhatsApp,high
2025-08-01,South America,Facebook,low
2025-06-30,Africa,WhatsApp,low
2025-06-22,Europe,Instagram,low
2025-06-09,South America,WhatsApp,low
2025-06-13,Europe,Facebook,low
2025-07-07,Europe,WhatsApp,medium
2025-07-10,South America,Instagram,low
2025-09-13,North America,Facebook,medium
2025-07-02,South America,Instagram,low
2025-04-27,Africa,WhatsApp,low
2025-07-15,Asia,Messenger,high
2025-02-03,South America,Instagram,low
2025-02-21,Europe,WhatsApp,medium
2025-04-22,Europe,Messenger,medium
2025-09-09,South America,Messenger,low
2025-03-23,Asia,Facebook,high
2025-08-20,South America,Messenger,medium
2025-08-15,Asia,Instagram,low
2025-08-21,Asia,Instagram,medium
2025-08-09,Africa,Messenger,low
2025-02-11,Europe,WhatsApp,low
2025-01-21,Europe,Instagram,high
2025-02-11,Asia,Instagram,medium
2025-04-23,Europe,Facebook,medium
2025-04-15,North America,WhatsApp,medium
2025-07-11,Asia,Messenger,medium
2025-01-17,Europe,WhatsApp,high
2025-04-30,North America,Facebook,low
2025-05-09,Africa,Facebook,low
2025-05-10,Europe,WhatsApp,low
2025-03-01,North America,Facebook,medium
2025-02-17,South America,Facebook,low
2025-01-29,South America,Facebook,low
2025-04-07,North America,WhatsApp,low
2025-01-10,Asia,Facebook,high
2025-08-30,Asia,Messenger,medium
2025-08-20,Europe,Messenger,low
2025-07-22,South America,Instagram,low
2025-09-04,Asia,Messenger,low
2025-09-21,Asia,Instagram,low
2025-08-02,South America,WhatsApp,low
2025-07-19,Africa,Facebook,high
2025-03-20,Asia,Messenger,high
2025-06-22,North America,Instagram,low
2025-03-10,Europe,WhatsApp,low
2025-03-28,Asia,Instagram,low
2025-04-11,Asia,Facebook,low
2025-01-08,Africa,Messenger,low
2025-07-19,North America,WhatsApp,low
2025-03-28,Europe,Instagram,low
2025-02-12,Asia,WhatsApp,medium
2025-04-19,Europe,Instagram,medium
2025-06-01,South America,Instagram,medium
2025-01-17,Asia,Facebook,low
2025-05-13,Asia,Facebook,high
2025-05-28,South America,Instagram,high
2025-08-20,Africa,Messenger,low
2025-08-16,Asia,WhatsApp,low
2025-05-19,Europe,WhatsApp,low
2025-07-30,North America,Facebook,low
2025-01-28,Europe,Messenger,low
2025-02-20,Africa,Instagram,low
2025-09-18,North America,Facebook,low
2025-09-18,Europe,Instagram,low
2025-01-08,Europe,Instagram,low
2025-05-18,South America,Facebook,high
2025-02-07,Africa,Messenger,low
2025-04-21,South America,WhatsApp,medium
2025-08-08,North America,Facebook,low
2025-08-11,South America,Messenger,low
2025-05-16,Africa,Instagram,low
2025-09-13,Asia,Facebook,low
2025-02-18,Asia,WhatsApp,low
2025-03-19,North America,WhatsApp,low
2025-04-15,Asia,Instagram,low
2025-06-18,South America,Facebook,medium
2025-08-05,North America,WhatsApp,low
2025-04-29,Africa,Facebook,medium
2025-07-09,North America,WhatsApp,low
2025-09-12,North America,Instagram,medium
2025-09-23,Europe,Instagram,low
2025-05-29,Europe,Facebook,medium
2025-06-13,North America,Messenger,high
2025-05-20,Asia,Messenger,high
2025-09-15,Europe,Instagram,low
2025-09-26,Africa,WhatsApp,medium
2025-06-30,South America,Messenger,low
2025-06-09,Europe,Instagram,high
2025-08-14,North America,WhatsApp,low
2025-01-11,Asia,WhatsApp,low
2025-01-10,South America,Messenger,low
2025-09-28,Europe,Instagram,low
2025-07-02,Asia,WhatsApp,medium
2025-06-02,Asia,WhatsApp,high
2025-05-04,Asia,Facebook,medium
2025-04-24,North America,Facebook,medium
2025-08-01,Africa,Messenger,medium
2025-06-21,Asia,Facebook,low
2025-06-23,South America,Instagram,low
2025-04-23,Europe,Messenger,low
2025-05-02,South America,Messenger,low
2025-02-01,North America,Facebook,low
2025-08-10,North America,WhatsApp,low
2025-04-29,South America,Instagram,low
2025-02-08,Africa,Instagram,low
2025-09-25,North America,Instagram,high
2025-08-21,North America,Messenger,low
2025-01-18,South America,Instagram,low
2025-05-29,North America,WhatsApp,low
2025-05-29,Africa,WhatsApp,low
2025-05-06,Africa,Facebook,low
2025-08-26,Africa,Instagram,low
2025-05-15,Europe,Messenger,low
2025-05-31,Africa,Facebook,low
2025-08-24,Africa,WhatsApp,low
2025-08-12,Europe,Instagram,low
2025-07-22,Asia,WhatsApp,medium
2025-09-13,North America,Facebook,low
2025-03-27,Africa,WhatsApp,low
2025-05-30,North America,Instagram,low
2025-08-23,South America,Instagram,medium
2025-01-22,North America,Facebook,low
2025-09-26,Europe,Instagram,medium
2025-09-15,North America,WhatsApp,medium
2025-01-29,North America,WhatsApp,low
2025-08-01,North America,Messenger,low
2025-02-19,Asia,Messenger,low
2025-04-05,Asia,Messenger,low
2025-03-29,South America,WhatsApp,low
2025-02-13,Europe,WhatsApp,low
2025-06-20,North America,Facebook,low
2025-07-08,North America,Messenger,low
2025-07-03,North America,WhatsApp,medium
2025-01-03,North America,Facebook,low
2025-07-10,Asia,WhatsApp,high
2025-04-28,South America,Facebook,high
2025-01-19,Africa,Messenger,high
2025-01-23,Europe,Messenger,medium
2025-01-30,North America,Messenger,low
2025-04-18,South America,WhatsApp,low
2025-05-08,Africa,WhatsApp,low
2025-08-17,South America,Facebook,low
2025-04-21,Asia,Instagram,medium
2025-05-16,Africa,Instagram,high
2025-07-05,South America,Messenger,low
2025-05-24,Asia,Instagram,low
2025-03-13,South America,Messenger,low
2025-05-09,South America,Facebook,low
2025-09-18,Africa,Instagram,low
2025-01-03,Asia,Instagram,low
2025-04-14,North America,Messenger,medium
2025-08-12,Europe,Facebook,low
2025-01-10,Africa,Instagram,high
2025-08-19,Asia,Instagram,medium
2025-08-07,South America,Instagram,medium
2025-03-07,Asia,Facebook,low
2025-04-22,Europe,Facebook,medium
2025-01-13,Europe,Instagram,medium
2025-03-27,North America,Messenger,low
2025-08-22,North America,Messenger,low
2025-03-31,Europe,Instagram,high
2025-02-23,Africa,Facebook,low
2025-01-12,Africa,Instagram,low
2025-07-28,South America,Facebook,low
2025-01-14,North America,Instagram,medium
2025-05-01,South America,Facebook,medium
2025-01-20,North America,WhatsApp,low
2025-03-16,Europe,Messenger,low
2025-08-31,Africa,WhatsApp,high
2025-08-11,Africa,Messenger,medium
2025-03-11,Europe,Facebook,medium
2025-07-30,South America,WhatsApp,low
2025-04-11,South America,Messenger,low
2025-07-05,Asia,Instagram,low
2025-05-12,North America,Facebook,medium
2025-04-21,South America,Facebook,low
2025-05-12,Europe,Instagram,low
2025-01-20,South America,Instagram,low
2025-01-24,Africa,Messenger,low
2025-08-15,North America,Facebook,medium
2025-06-03,Asia,Messenger,low
2025-08-18,North America,Instagram,medium
2025-07-21,Africa,Facebook,high
2025-02-07,Africa,Instagram,low
2025-09-17,Africa,Messenger,medium
2025-07-07,Africa,Messenger,high
2025-02-26,Europe,Messenger,high
2025-01-20,Asia,Facebook,low
2025-04-29,Africa,Instagram,low
2025-03-12,Africa,Instagram,low
2025-01-04,South America,Messenger,medium
2025-08-09,Asia,Messenger,medium
2025-01-14,North America,Messenger,medium
2025-01-03,Asia,Messenger,low
2025-08-04,Asia,WhatsApp,low
2025-08-17,Asia,WhatsApp,low
2025-07-05,Africa,WhatsApp,low
2025-02-24,Africa,Messenger,medium
2025-09-11,Europe,Messenger,low
2025-01-24,North America,Instagram,low
2025-06-11,South America,Facebook,low
2025-06-07,Asia,Instagram,low
2025-03-23,North America,WhatsApp,low
2025-06-08,North America,Instagram,low
2025-07-07,Europe,Messenger,low
2025-03-01,South America,WhatsApp,low
2025-07-30,Asia,WhatsApp,low
2025-06-01,South America,Facebook,medium
2025-04-19,Europe,Facebook,low
2025-03-17,Africa,WhatsApp,medium
2025-01-30,North America,WhatsApp,medium
2025-04-27,Asia,Instagram,low
2025-07-11,Africa,WhatsApp,high
2025-01-19,Europe,Messenger,low
2025-06-22,South America,Instagram,medium
2025-08-16,North America,Messenger,high
2025-07-02,Asia,Messenger,medium
2025-04-23,Africa,Messenger,low
2025-07-02,Africa,WhatsApp,low
2025-05-26,North America,Facebook,low
2025-04-26,South America,Facebook,medium
2025-04-23,Europe,Messenger,medium
2025-09-08,South America,WhatsApp,low
2025-09-08,South America,Instagram,low
2025-04-28,South America,Messenger,medium
2025-06-10,North America,Instagram,low
2025-07-17,North America,Instagram,medium
2025-09-17,Europe,WhatsApp,medium
2025-05-28,South America,WhatsApp,low
2025-08-28,North America,Facebook,medium
2025-02-16,Europe,Facebook,low
2025-07-17,Europe,WhatsApp,low
2025-02-16,South America,Messenger,high
2025-03-19,Asia,Facebook,medium
2025-05-04,South America,Instagram,low
2025-03-16,Asia,Messenger,low
2025-05-17,Europe,Instagram,low
2025-03-31,North America,WhatsApp,low
2025-03-02,Africa,Instagram,low
2025-05-18,Europe,Messenger,low
2025-02-19,North America,WhatsApp,low
2025-09-16,Europe,Messenger,low
2025-04-17,South America,Instagram,low
2025-04-23,Asia,Messenger,high
2025-09-11,Europe,WhatsApp,medium
2025-04-28,North America,Instagram,low
2025-07-17,South America,Instagram,low
2025-02-20,Africa,Facebook,low
2025-09-02,South America,Facebook,low
2025-02-04,Asia,Messenger,low
2025-03-10,South America,Facebook,medium
2025-02-18,Africa,Facebook,medium
2025-03-15,North America,Facebook,medium
2025-07-11,Europe,Facebook,low
2025-09-18,Asia,WhatsApp,high
2025-03-11,Africa,WhatsApp,high
2025-03-31,Asia,Facebook,low
2025-09-17,South America,Messenger,low
2025-05-06,Asia,WhatsApp,low
2025-08-19,Africa,Facebook,low
2025-05-09,Europe,WhatsApp,medium
2025-04-10,Europe,Instagram,low
2025-07-01,Asia,WhatsApp,low
2025-06-23,North America,WhatsApp,low
2025-07-07,Asia,Messenger,low
2025-02-26,South America,WhatsApp,medium
2025-01-31,Europe,Messenger,low
2025-03-25,Europe,Instagram,medium
2025-06-01,Europe,Facebook,low
2025-02-05,North America,Messenger,low
2025-08-01,North America,WhatsApp,low
2025-04-16,Africa,WhatsApp,medium
2025-08-08,Asia,Messenger,low
2025-06-12,Asia,Instagram,low
2025-08-08,South America,Facebook,low
2025-09-27,Europe,WhatsApp,low
2025-04-30,North America,Instagram,high
2025-07-01,South America,Facebook,low
2025-04-16,South America,Facebook,low
2025-08-05,North America,WhatsApp,low
2025-07-24,Asia,Messenger,medium
2025-03-11,Europe,WhatsApp,low
2025-02-13,Asia,WhatsApp,medium
2025-08-16,South America,WhatsApp,medium
2025-07-03,Europe,Instagram,low
2025-04-17,Africa,Messenger,low
2025-03-25,South America,Instagram,low
2025-09-07,Asia,WhatsApp,medium
2025-01-21,Asia,Messenger,low
2025-07-15,Asia,Facebook,low
2025-06-27,North America,Messenger,medium
2025-01-07,South America,WhatsApp,low
2025-03-11,Europe,Messenger,low
2025-05-07,Asia,Facebook,low
2025-06-09,Asia,Facebook,low
2025-09-05,North America,Messenger,low
2025-07-22,Europe,Facebook,low
2025-05-28,South America,Instagram,high
2025-05-23,Africa,Messenger,low
2025-07-18,North America,Facebook,medium
2025-06-03,South America,Facebook,medium
2025-05-22,Africa,Messenger,low
2025-06-14,Asia,Instagram,medium
2025-01-21,Asia,Messenger,low
2025-03-23,Europe,Facebook,high
2025-03-10,Africa,Messenger,medium
2025-05-11,Asia,Facebook,low
2025-03-28,Asia,WhatsApp,low
2025-08-06,Europe,Messenger,low
2025-06-10,South America,Messenger,low
2025-06-27,Asia,Facebook,low
2025-04-27,North America,Facebook,low
2025-07-15,North America,Facebook,medium
2025-03-27,South America,Facebook,low
2025-03-22,Africa,Messenger,medium
2025-06-01,Europe,Facebook,medium
2025-03-02,North America,Messenger,low
2025-03-02,North America,Instagram,medium
2025-01-28,South America,Messenger,low
2025-02-12,Africa,Facebook,low
2025-06-18,Africa,Facebook,medium
2025-03-27,South America,Instagram,low
2025-06-26,North America,Messenger,low
2025-01-17,Europe,Instagram,medium
2025-04-08,North America,Messenger,high
2025-07-17,Africa,Facebook,medium
2025-04-08,North America,Messenger,medium
2025-03-06,Europe,Facebook,low
2025-01-05,Asia,Facebook,low
2025-01-02,North America,WhatsApp,medium
2025-01-22,South America,WhatsApp,low
2025-04-22,Asia,Messenger,low
2025-02-26,South America,Facebook,low
2025-03-07,South America,Instagram,medium
2025-04-08,South America,Facebook,low
2025-05-24,North America,Instagram,medium
2025-05-05,Africa,Messenger,low
2025-06-16,Asia,Messenger,low
2025-03-27,Europe,Instagram,low
2025-03-17,Africa,Instagram,low
2025-02-28,North America,Facebook,medium
2025-05-18,South America,Messenger,low
2025-04-09,Europe,Facebook,low
2025-07-11,Asia,Instagram,low
2025-08-31,Africa,WhatsApp,low
2025-02-18,Africa,WhatsApp,low
2025-02-01,Europe,WhatsApp,low
2025-01-20,North America,Instagram,high
2025-06-03,Asia,Facebook,medium
2025-03-09,Europe,Messenger,low
2025-08-02,South America,Instagram,low
2025-05-23,Asia,WhatsApp,low
2025-08-20,Africa,Facebook,low
2025-08-01,Europe,Messenger,medium
2025-03-20,Africa,Messenger,medium
2025-08-02,Africa,Instagram,low
2025-04-26,Africa,Instagram,medium
2025-04-02,North America,Messenger,low
2025-09-27,Africa,Messenger,low
2025-06-17,South America,WhatsApp,low
2025-02-27,South America,Messenger,low
2025-01-26,Asia,Instagram,high
2025-03-07,Africa,Facebook,low
2025-09-05,Africa,WhatsApp,low
2025-09-11,Europe,WhatsApp,high
2025-02-13,North America,Messenger,medium
2025-04-07,Asia,Facebook,medium
2025-02-11,Africa,WhatsApp,high
2025-08-15,Europe,Instagram,low
2025-09-19,North America,Messenger,medium
2025-06-16,Asia,Instagram,medium
2025-03-30,Asia,Messenger,medium
2025-06-27,Africa,WhatsApp,medium
2025-07-16,Asia,Messenger,low
2025-09-24,Europe,Facebook,medium
2025-09-25,Asia,Instagram,low
2025-03-15,South America,Facebook,low
2025-01-08,Europe,Instagram,low
2025-06-13,North America,Instagram,high
2025-03-26,North America,Messenger,low
2025-03-13,Africa,WhatsApp,low
2025-02-24,Africa,WhatsApp,low
2025-02-16,South America,Facebook,high
2025-08-26,North America,Messenger,low
2025-04-14,North America,WhatsApp,medium
2025-07-29,North America,Instagram,medium
2025-02-11,North America,Instagram,low
2025-09-25,Asia,Messenger,low
2025-09-20,Europe,Facebook,medium
2025-09-16,Europe,Messenger,high
2025-04-24,South America,Facebook,medium
2025-02-09,Asia,Messenger,low
2025-08-08,North America,Instagram,medium
2025-05-09,North America,Messenger,low
2025-01-08,Africa,WhatsApp,low
2025-04-11,Africa,WhatsApp,medium
2025-06-25,South America,Messenger,low
2025-04-17,North America,Facebook,medium
2025-04-11,South America,Facebook,low
2025-09-17,Asia,Instagram,medium
2025-09-03,Europe,Instagram,low
2025-02-01,North America,Facebook,low
2025-05-17,Asia,Messenger,medium
2025-01-12,North America,Instagram,low
2025-01-16,Africa,Facebook,low
2025-05-09,South America,Facebook,high
2025-03-04,Africa,Messenger,low
2025-04-19,Europe,WhatsApp,high
2025-01-21,Africa,Facebook,low
2025-06-07,North America,Instagram,low
2025-09-26,Africa,Messenger,medium
2025-06-11,North America,Messenger,medium
2025-09-17,Europe,Messenger,low
2025-04-12,Africa,WhatsApp,low
2025-08-11,South America,WhatsApp,medium
2025-02-28,South America,Instagram,low
2025-09-04,South America,Instagram,low
2025-05-08,Africa,Messenger,low
2025-01-25,Africa,Instagram,low
2025-05-11,Africa,Facebook,low
2025-07-15,North America,WhatsApp,low
2025-06-03,Europe,Messenger,low
2025-05-13,South America,Messenger,low
2025-08-15,North America,Facebook,low
2025-07-08,South America,Facebook,medium
2025-09-22,North America,Facebook,low
2025-05-14,Africa,Facebook,medium
2025-07-30,South America,Messenger,medium
2025-03-01,Africa,WhatsApp,low
2025-08-01,South America,WhatsApp,medium
2025-08-04,Asia,Facebook,low
2025-08-14,North America,Instagram,medium
2025-05-11,Asia,Messenger,high
2025-03-17,North America,WhatsApp,low
2025-06-05,Europe,Facebook,medium
2025-09-05,South America,Instagram,low
2025-08-06,Europe,Instagram,low
2025-07-09,Europe,Facebook,medium
2025-06-12,North America,Messenger,low
2025-06-29,Asia,WhatsApp,low
2025-02-03,Africa,Instagram,low
2025-02-10,North America,WhatsApp,medium
2025-03-16,Africa,WhatsApp,low
2025-06-25,Europe,Instagram,high
